tid,tdate,codetype,zlhy
113877,20210519,IF,IF2106
113947,20210520,IF,IF2106
114017,20210521,IF,IF2106
114087,20210524,IF,IF2106
114157,20210525,IF,IF2106
114227,20210526,IF,IF2106
114297,20210527,IF,IF2106
114367,20210528,IF,IF2106
114437,20210531,IF,IF2106
114507,20210601,IF,IF2106
114577,20210602,IF,IF2106
114647,20210603,IF,IF2106
114717,20210604,IF,IF2106
114787,20210607,IF,IF2106
114857,20210608,IF,IF2106
114927,20210609,IF,IF2106
114997,20210610,IF,IF2106
115067,20210611,IF,IF2106
115137,20210615,IF,IF2106
115207,20210616,IF,IF2106
115277,20210617,IF,IF2107
115347,20210618,IF,IF2107
115417,20210621,IF,IF2107
115487,20210622,IF,IF2107
115557,20210623,IF,IF2107
115627,20210624,IF,IF2107
115697,20210625,IF,IF2107
115767,20210628,IF,IF2107
115837,20210629,IF,IF2107
115907,20210630,IF,IF2107
115977,20210701,IF,IF2107
116047,20210702,IF,IF2107
116117,20210705,IF,IF2107
116187,20210706,IF,IF2107
116257,20210707,IF,IF2107
116327,20210708,IF,IF2107
116397,20210709,IF,IF2107
116467,20210712,IF,IF2107
116537,20210713,IF,IF2107
116607,20210714,IF,IF2107
116677,20210715,IF,IF2108
116747,20210716,IF,IF2108
116817,20210719,IF,IF2108
116887,20210720,IF,IF2108
116957,20210721,IF,IF2108
117027,20210722,IF,IF2108
117097,20210723,IF,IF2108
117167,20210726,IF,IF2108
117237,20210727,IF,IF2108
117307,20210728,IF,IF2108
117377,20210729,IF,IF2108
117447,20210730,IF,IF2108
117517,20210802,IF,IF2108
117587,20210803,IF,IF2108
117657,20210804,IF,IF2108
117727,20210805,IF,IF2108
117797,20210806,IF,IF2108
117867,20210809,IF,IF2108
117937,20210810,IF,IF2108
118007,20210811,IF,IF2108
118077,20210812,IF,IF2108
118147,20210813,IF,IF2108
118217,20210816,IF,IF2108
118287,20210817,IF,IF2108
118357,20210818,IF,IF2109
118427,20210819,IF,IF2109
118497,20210820,IF,IF2109
118567,20210823,IF,IF2109
118637,20210824,IF,IF2109
118707,20210825,IF,IF2109
118777,20210826,IF,IF2109
118847,20210827,IF,IF2109
118917,20210830,IF,IF2109
118987,20210831,IF,IF2109
119057,20210901,IF,IF2109
119127,20210902,IF,IF2109
119197,20210903,IF,IF2109
119267,20210906,IF,IF2109
119337,20210907,IF,IF2109
119407,20210908,IF,IF2109
119477,20210909,IF,IF2109
119547,20210910,IF,IF2109
119617,20210913,IF,IF2109
119687,20210914,IF,IF2109
119757,20210915,IF,IF2109
119827,20210916,IF,IF2110
119897,20210917,IF,IF2110
119967,20210922,IF,IF2110
120037,20210923,IF,IF2110
120107,20210924,IF,IF2110
120177,20210927,IF,IF2110
120247,20210928,IF,IF2110
120317,20210929,IF,IF2110
120387,20210930,IF,IF2110
120457,20211008,IF,IF2110
120527,20211011,IF,IF2110
120597,20211012,IF,IF2110
120667,20211013,IF,IF2110
120737,20211014,IF,IF2112
120807,20211015,IF,IF2112
120877,20211018,IF,IF2112
120947,20211019,IF,IF2112
121017,20211020,IF,IF2112
121087,20211021,IF,IF2112
121157,20211022,IF,IF2112
121227,20211025,IF,IF2112
121297,20211026,IF,IF2112
121367,20211027,IF,IF2112
121437,20211028,IF,IF2112
121507,20211029,IF,IF2112
121577,20211101,IF,IF2112
121647,20211102,IF,IF2112
121717,20211103,IF,IF2112
121787,20211104,IF,IF2112
121857,20211105,IF,IF2112
121927,20211108,IF,IF2112
121997,20211109,IF,IF2112
122067,20211110,IF,IF2112
122137,20211111,IF,IF2112
122207,20211112,IF,IF2112
122277,20211115,IF,IF2112
122347,20211116,IF,IF2112
122417,20211117,IF,IF2112
122487,20211118,IF,IF2112
122557,20211119,IF,IF2112
122627,20211122,IF,IF2112
122697,20211123,IF,IF2112
122767,20211124,IF,IF2112
122837,20211125,IF,IF2112
122907,20211126,IF,IF2112
122977,20211129,IF,IF2112
123047,20211130,IF,IF2112
123117,20211201,IF,IF2112
123187,20211202,IF,IF2112
123257,20211203,IF,IF2112
123327,20211206,IF,IF2112
123397,20211207,IF,IF2112
123467,20211208,IF,IF2112
123537,20211209,IF,IF2112
123607,20211210,IF,IF2112
123677,20211213,IF,IF2112
123747,20211214,IF,IF2112
123817,20211215,IF,IF2112
123887,20211216,IF,IF2201
123957,20211217,IF,IF2201
124027,20211220,IF,IF2201
124097,20211221,IF,IF2201
124167,20211222,IF,IF2201
124237,20211223,IF,IF2201
124307,20211224,IF,IF2201
124377,20211227,IF,IF2201
124447,20211228,IF,IF2201
124517,20211229,IF,IF2201
124587,20211230,IF,IF2201
124657,20211231,IF,IF2201
124727,20220104,IF,IF2201
124797,20220105,IF,IF2201
124867,20220106,IF,IF2201
124937,20220107,IF,IF2201
125007,20220110,IF,IF2201
125077,20220111,IF,IF2201
125147,20220112,IF,IF2201
125217,20220113,IF,IF2201
125287,20220114,IF,IF2201
125357,20220117,IF,IF2201
125427,20220118,IF,IF2201
125497,20220119,IF,IF2201
125567,20220120,IF,IF2203
125637,20220121,IF,IF2203
125707,20220124,IF,IF2203
125777,20220125,IF,IF2203
125847,20220126,IF,IF2203
125917,20220127,IF,IF2203
125987,20220128,IF,IF2203
126057,20220207,IF,IF2203
126127,20220208,IF,IF2203
126197,20220209,IF,IF2203
126267,20220210,IF,IF2203
126337,20220211,IF,IF2203
126407,20220214,IF,IF2203
126477,20220215,IF,IF2203
126547,20220216,IF,IF2203
126617,20220217,IF,IF2203
126687,20220218,IF,IF2203
126757,20220221,IF,IF2203
126827,20220222,IF,IF2203
126897,20220223,IF,IF2203
126967,20220224,IF,IF2203
127037,20220225,IF,IF2203
127107,20220228,IF,IF2203
127177,20220301,IF,IF2203
127247,20220302,IF,IF2203
127317,20220303,IF,IF2203
127387,20220304,IF,IF2203
127457,20220307,IF,IF2203
127527,20220308,IF,IF2203
127597,20220309,IF,IF2203
127667,20220310,IF,IF2203
127737,20220311,IF,IF2203
127807,20220314,IF,IF2203
127877,20220315,IF,IF2203
127947,20220316,IF,IF2203
128017,20220317,IF,IF2204
128087,20220318,IF,IF2204
128157,20220321,IF,IF2204
128227,20220322,IF,IF2204
128297,20220323,IF,IF2204
128367,20220324,IF,IF2204
128437,20220325,IF,IF2204
128507,20220328,IF,IF2204
128577,20220329,IF,IF2204
128647,20220330,IF,IF2204
128717,20220331,IF,IF2204
128787,20220401,IF,IF2204
128857,20220406,IF,IF2204
128927,20220407,IF,IF2204
128997,20220408,IF,IF2204
129067,20220411,IF,IF2204
129137,20220412,IF,IF2204
129207,20220413,IF,IF2204
129277,20220414,IF,IF2205
129347,20220415,IF,IF2205
129417,20220418,IF,IF2205
129487,20220419,IF,IF2205
129557,20220420,IF,IF2205
129627,20220421,IF,IF2205
129697,20220422,IF,IF2205
129767,20220425,IF,IF2205
129837,20220426,IF,IF2205
129907,20220427,IF,IF2205
129977,20220428,IF,IF2205
130047,20220429,IF,IF2205
130117,20220505,IF,IF2205
130187,20220506,IF,IF2205
130257,20220509,IF,IF2205
130327,20220510,IF,IF2205
130397,20220511,IF,IF2205
130467,20220512,IF,IF2205
130537,20220513,IF,IF2205
130607,20220516,IF,IF2205
130677,20220517,IF,IF2205
130747,20220518,IF,IF2206
130817,20220519,IF,IF2206
130887,20220520,IF,IF2206
130957,20220523,IF,IF2206
131027,20220524,IF,IF2206
131097,20220525,IF,IF2206
131167,20220526,IF,IF2206
131237,20220527,IF,IF2206
131307,20220530,IF,IF2206
131377,20220531,IF,IF2206
131447,20220601,IF,IF2206
131517,20220602,IF,IF2206
131587,20220606,IF,IF2206
131657,20220607,IF,IF2206
131727,20220608,IF,IF2206
131797,20220609,IF,IF2206
131867,20220610,IF,IF2206
131937,20220613,IF,IF2206
132007,20220614,IF,IF2206
132077,20220615,IF,IF2206
132147,20220616,IF,IF2207
132217,20220617,IF,IF2207
132287,20220620,IF,IF2207
132357,20220621,IF,IF2207
132427,20220622,IF,IF2207
132497,20220623,IF,IF2207
132567,20220624,IF,IF2207
132637,20220627,IF,IF2207
132707,20220628,IF,IF2207
132777,20220629,IF,IF2207
132847,20220630,IF,IF2207
132917,20220701,IF,IF2207
132987,20220704,IF,IF2207
133057,20220705,IF,IF2207
133127,20220706,IF,IF2207
133197,20220707,IF,IF2207
133267,20220708,IF,IF2207
133337,20220711,IF,IF2207
133407,20220712,IF,IF2207
133477,20220713,IF,IF2207
133547,20220714,IF,IF2209
133617,20220715,IF,IF2209
133687,20220718,IF,IF2209
133757,20220719,IF,IF2209
133827,20220720,IF,IF2209
133897,20220721,IF,IF2209
133967,20220722,IF,IF2209
134038,20220725,IF,IF2209
134109,20220726,IF,IF2209
134180,20220727,IF,IF2209
134251,20220728,IF,IF2209
134322,20220729,IF,IF2209
134393,20220801,IF,IF2209
134464,20220802,IF,IF2209
134535,20220803,IF,IF2209
134606,20220804,IF,IF2209
134677,20220805,IF,IF2209
134748,20220808,IF,IF2209
134819,20220809,IF,IF2209
134890,20220810,IF,IF2209
134961,20220811,IF,IF2209
135032,20220812,IF,IF2209
135103,20220815,IF,IF2209
135174,20220816,IF,IF2209
135245,20220817,IF,IF2209
135316,20220818,IF,IF2209
135387,20220819,IF,IF2209
135458,20220822,IF,IF2209
135529,20220823,IF,IF2209
135600,20220824,IF,IF2209
135671,20220825,IF,IF2209
135742,20220826,IF,IF2209
135813,20220829,IF,IF2209
135884,20220830,IF,IF2209
135955,20220831,IF,IF2209
136026,20220901,IF,IF2209
136097,20220902,IF,IF2209
136168,20220905,IF,IF2209
136239,20220906,IF,IF2209
136310,20220907,IF,IF2209
136381,20220908,IF,IF2209
136452,20220909,IF,IF2209
136523,20220913,IF,IF2209
136594,20220914,IF,IF2209
136665,20220915,IF,IF2210
136736,20220916,IF,IF2210
136807,20220919,IF,IF2210
136878,20220920,IF,IF2210
136949,20220921,IF,IF2210
137020,20220922,IF,IF2210
137091,20220923,IF,IF2210
137162,20220926,IF,IF2210
137233,20220927,IF,IF2210
137304,20220928,IF,IF2210
137375,20220929,IF,IF2210
137446,20220930,IF,IF2210
137517,20221010,IF,IF2210
137588,20221011,IF,IF2210
137659,20221012,IF,IF2210
137730,20221013,IF,IF2210
137801,20221014,IF,IF2210
137872,20221017,IF,IF2210
137943,20221018,IF,IF2210
138014,20221019,IF,IF2210
138085,20221020,IF,IF2211
138156,20221021,IF,IF2211
138227,20221024,IF,IF2211
138298,20221025,IF,IF2211
138369,20221026,IF,IF2211
138440,20221027,IF,IF2211
138511,20221028,IF,IF2211
138582,20221031,IF,IF2211
138653,20221101,IF,IF2211
138724,20221102,IF,IF2211
138795,20221103,IF,IF2211
138866,20221104,IF,IF2211
138937,20221107,IF,IF2211
139008,20221108,IF,IF2211
139079,20221109,IF,IF2211
139150,20221110,IF,IF2211
139221,20221111,IF,IF2211
139292,20221114,IF,IF2211
139363,20221115,IF,IF2212
139434,20221116,IF,IF2212
139505,20221117,IF,IF2212
139576,20221118,IF,IF2212
139647,20221121,IF,IF2212
139718,20221122,IF,IF2212
139789,20221123,IF,IF2212
139860,20221124,IF,IF2212
139931,20221125,IF,IF2212
140002,20221128,IF,IF2212
140073,20221129,IF,IF2212
140144,20221130,IF,IF2212
140215,20221201,IF,IF2212
140286,20221202,IF,IF2212
140357,20221205,IF,IF2212
140428,20221206,IF,IF2212
140499,20221207,IF,IF2212
140570,20221208,IF,IF2212
140641,20221209,IF,IF2212
140712,20221212,IF,IF2212
140783,20221213,IF,IF2212
140854,20221214,IF,IF2212
140925,20221215,IF,IF2301
140996,20221216,IF,IF2301
141067,20221219,IF,IF2301
141138,20221220,IF,IF2301
141209,20221221,IF,IF2301
141280,20221222,IF,IF2301
141351,20221223,IF,IF2301
141422,20221226,IF,IF2301
141494,20221227,IF,IF2301
141566,20221228,IF,IF2301
141638,20221229,IF,IF2301
141710,20221230,IF,IF2301
141782,20230103,IF,IF2301
141854,20230104,IF,IF2301
141926,20230105,IF,IF2301
142070,20230106,IF,IF2301
142214,20230109,IF,IF2301
142358,20230110,IF,IF2301
142502,20230111,IF,IF2301
142646,20230112,IF,IF2301
142790,20230113,IF,IF2301
142934,20230116,IF,IF2301
143078,20230117,IF,IF2301
143222,20230118,IF,IF2303
143366,20230119,IF,IF2303
143510,20230120,IF,IF2303
143654,20230130,IF,IF2303
143798,20230131,IF,IF2303
143942,20230201,IF,IF2303
144086,20230202,IF,IF2303
144230,20230203,IF,IF2303
144374,20230206,IF,IF2303
144518,20230207,IF,IF2303
144662,20230208,IF,IF2303
144806,20230209,IF,IF2303
144950,20230210,IF,IF2303
145094,20230213,IF,IF2303
145238,20230214,IF,IF2303
145382,20230215,IF,IF2303
145526,20230216,IF,IF2303
145670,20230217,IF,IF2303
145814,20230220,IF,IF2303
145958,20230221,IF,IF2303
146102,20230222,IF,IF2303
146246,20230223,IF,IF2303
146390,20230224,IF,IF2303
146534,20230227,IF,IF2303
146678,20230228,IF,IF2303
146822,20230301,IF,IF2303
146966,20230302,IF,IF2303
147110,20230303,IF,IF2303
147254,20230306,IF,IF2303
147398,20230307,IF,IF2303
147542,20230308,IF,IF2303
147686,20230309,IF,IF2303
147830,20230310,IF,IF2303
147974,20230313,IF,IF2303
148118,20230314,IF,IF2303
148262,20230315,IF,IF2303
148406,20230316,IF,IF2304
148550,20230317,IF,IF2304
148694,20230320,IF,IF2304
148838,20230321,IF,IF2304
148982,20230322,IF,IF2304
149126,20230323,IF,IF2304
149270,20230324,IF,IF2304
149414,20230327,IF,IF2304
149558,20230328,IF,IF2304
149702,20230329,IF,IF2304
149846,20230330,IF,IF2304
149990,20230331,IF,IF2304
150134,20230403,IF,IF2304
150278,20230404,IF,IF2304
150422,20230406,IF,IF2304
150566,20230407,IF,IF2304
150710,20230410,IF,IF2304
150854,20230411,IF,IF2304
150998,20230412,IF,IF2304
151142,20230413,IF,IF2304
151286,20230414,IF,IF2304
151430,20230417,IF,IF2304
151574,20230418,IF,IF2306
151718,20230419,IF,IF2306
151862,20230420,IF,IF2306
152007,20230421,IF,IF2306
152153,20230424,IF,IF2306
152299,20230425,IF,IF2306
152445,20230426,IF,IF2306
152591,20230427,IF,IF2306
152737,20230428,IF,IF2306
152883,20230504,IF,IF2306
153029,20230505,IF,IF2306
153175,20230508,IF,IF2306
153321,20230509,IF,IF2306
153467,20230510,IF,IF2306
153613,20230511,IF,IF2306
153759,20230512,IF,IF2306
153905,20230515,IF,IF2306
154051,20230516,IF,IF2306
154197,20230517,IF,IF2306
154343,20230518,IF,IF2306
154489,20230519,IF,IF2306
154635,20230522,IF,IF2306
154781,20230523,IF,IF2306
154927,20230524,IF,IF2306
155073,20230525,IF,IF2306
155219,20230526,IF,IF2306
155365,20230529,IF,IF2306
155511,20230530,IF,IF2306
155657,20230531,IF,IF2306
155803,20230601,IF,IF2306
155949,20230602,IF,IF2306
156095,20230605,IF,IF2306
156241,20230606,IF,IF2306
156387,20230607,IF,IF2306
156533,20230608,IF,IF2306
156679,20230609,IF,IF2306
156825,20230612,IF,IF2306
156971,20230613,IF,IF2306
157117,20230614,IF,IF2306
157263,20230615,IF,IF2307
157409,20230616,IF,IF2307
157557,20230619,IF,IF2307
157705,20230620,IF,IF2307
157853,20230621,IF,IF2307
158001,20230626,IF,IF2307
158149,20230627,IF,IF2307
158297,20230628,IF,IF2307
158445,20230629,IF,IF2307
158593,20230630,IF,IF2307
158741,20230703,IF,IF2307
158889,20230704,IF,IF2307
159037,20230705,IF,IF2307
159185,20230706,IF,IF2307
159333,20230707,IF,IF2307
159481,20230710,IF,IF2307
159629,20230711,IF,IF2307
159777,20230712,IF,IF2307
159925,20230713,IF,IF2307
160073,20230714,IF,IF2307
160221,20230717,IF,IF2307
160369,20230718,IF,IF2309
160517,20230719,IF,IF2309
160665,20230720,IF,IF2309
160814,20230721,IF,IF2309
160964,20230724,IF,IF2309
161114,20230725,IF,IF2309
161264,20230726,IF,IF2309
161414,20230727,IF,IF2309
161566,20230728,IF,IF2309
161718,20230731,IF,IF2309
161870,20230801,IF,IF2309
162022,20230802,IF,IF2309
162174,20230803,IF,IF2309
162326,20230804,IF,IF2309
162478,20230807,IF,IF2309
162630,20230808,IF,IF2309
162782,20230809,IF,IF2309
162934,20230810,IF,IF2309
163086,20230811,IF,IF2309
163238,20230814,IF,IF2309
163390,20230815,IF,IF2309
163542,20230816,IF,IF2309
163694,20230817,IF,IF2309
163848,20230818,IF,IF2309
164002,20230821,IF,IF2309
164156,20230822,IF,IF2309
164310,20230823,IF,IF2309
164464,20230824,IF,IF2309
164618,20230825,IF,IF2309
164772,20230828,IF,IF2309
164926,20230829,IF,IF2309
165080,20230830,IF,IF2309
165234,20230831,IF,IF2309
165388,20230901,IF,IF2309
165542,20230904,IF,IF2309
165696,20230905,IF,IF2309
165850,20230906,IF,IF2309
166004,20230907,IF,IF2309
166158,20230908,IF,IF2309
166312,20230911,IF,IF2309
166466,20230912,IF,IF2309
166620,20230913,IF,IF2309
166774,20230914,IF,IF2312
166930,20230915,IF,IF2312
167088,20230918,IF,IF2312
167246,20230919,IF,IF2312
167404,20230920,IF,IF2312
167562,20230921,IF,IF2312
167720,20230922,IF,IF2312
167878,20230925,IF,IF2312
168036,20230926,IF,IF2312
168194,20230927,IF,IF2312
168352,20230928,IF,IF2312
168510,20231009,IF,IF2312
168668,20231010,IF,IF2312
168826,20231011,IF,IF2312
168984,20231012,IF,IF2312
169142,20231013,IF,IF2312
169300,20231016,IF,IF2312
169458,20231017,IF,IF2312
169616,20231018,IF,IF2312
169774,20231019,IF,IF2312
169932,20231020,IF,IF2312
170090,20231023,IF,IF2312
170248,20231024,IF,IF2312
170406,20231025,IF,IF2312
170564,20231026,IF,IF2312
170722,20231027,IF,IF2312
170880,20231030,IF,IF2312
171038,20231031,IF,IF2312
171196,20231101,IF,IF2312
171354,20231102,IF,IF2312
171512,20231103,IF,IF2312
171670,20231106,IF,IF2312
171828,20231107,IF,IF2312
171986,20231108,IF,IF2312
172144,20231109,IF,IF2312
172302,20231110,IF,IF2312
172460,20231113,IF,IF2312
172618,20231114,IF,IF2312
172776,20231115,IF,IF2312
172934,20231116,IF,IF2312
173092,20231117,IF,IF2312
173250,20231120,IF,IF2312
173408,20231121,IF,IF2312
173566,20231122,IF,IF2312
173724,20231123,IF,IF2312
173882,20231124,IF,IF2312
174040,20231127,IF,IF2312
174198,20231128,IF,IF2312
174356,20231129,IF,IF2312
174514,20231130,IF,IF2312
174672,20231201,IF,IF2312
174830,20231204,IF,IF2312
174988,20231205,IF,IF2312
175146,20231206,IF,IF2312
175304,20231207,IF,IF2312
175462,20231208,IF,IF2312
175620,20231211,IF,IF2312
175778,20231212,IF,IF2312
175936,20231213,IF,IF2312
176094,20231214,IF,IF2401
176252,20231215,IF,IF2401
176410,20231218,IF,IF2401
176568,20231219,IF,IF2401
176726,20231220,IF,IF2401
176884,20231221,IF,IF2401
177042,20231222,IF,IF2401
177200,20231225,IF,IF2401
177358,20231226,IF,IF2401
177516,20231227,IF,IF2401
177674,20231228,IF,IF2401
177832,20231229,IF,IF2401
177990,20240102,IF,IF2401
178148,20240103,IF,IF2401
178306,20240104,IF,IF2401
178464,20240105,IF,IF2401
178543,20240108,IF,IF2401
178701,20240109,IF,IF2401
178859,20240110,IF,IF2401
179017,20240111,IF,IF2401
179175,20240112,IF,IF2401
179333,20240115,IF,IF2401
179491,20240116,IF,IF2401
179649,20240117,IF,IF2403
179807,20240118,IF,IF2403
179965,20240119,IF,IF2403
180123,20240122,IF,IF2403
180281,20240123,IF,IF2403
180439,20240124,IF,IF2403
180597,20240125,IF,IF2403
180755,20240126,IF,IF2403
180913,20240129,IF,IF2403
181071,20240130,IF,IF2403
181229,20240131,IF,IF2403
181387,20240201,IF,IF2403
181545,20240202,IF,IF2403
181703,20240205,IF,IF2403
181861,20240206,IF,IF2403
182019,20240207,IF,IF2403
182177,20240208,IF,IF2403
182335,20240219,IF,IF2403
182493,20240220,IF,IF2403
182651,20240221,IF,IF2403
182809,20240222,IF,IF2403
182967,20240223,IF,IF2403
183125,20240226,IF,IF2403
183283,20240227,IF,IF2403
183362,20240228,IF,IF2403
183441,20240229,IF,IF2403
183520,20240301,IF,IF2403
183599,20240304,IF,IF2403
183678,20240305,IF,IF2403
183757,20240306,IF,IF2403
183836,20240307,IF,IF2403
183915,20240308,IF,IF2403
183994,20240311,IF,IF2403
184073,20240312,IF,IF2403
184152,20240313,IF,IF2403
184231,20240314,IF,IF2404
184310,20240315,IF,IF2404
184389,20240318,IF,IF2404
184468,20240319,IF,IF2404
184547,20240320,IF,IF2404
184626,20240321,IF,IF2404
184705,20240322,IF,IF2404
184784,20240325,IF,IF2404
184863,20240326,IF,IF2404
184942,20240327,IF,IF2404
185021,20240328,IF,IF2404
185100,20240329,IF,IF2404
185179,20240401,IF,IF2404
185258,20240402,IF,IF2404
185337,20240403,IF,IF2404
185416,20240408,IF,IF2404
185495,20240409,IF,IF2404
185574,20240410,IF,IF2404
185653,20240411,IF,IF2404
185732,20240412,IF,IF2404
185811,20240415,IF,IF2404
185890,20240416,IF,IF2404
185969,20240417,IF,IF2406
186048,20240418,IF,IF2406
186127,20240419,IF,IF2406
186206,20240422,IF,IF2406
186285,20240423,IF,IF2406
186364,20240424,IF,IF2406
186443,20240425,IF,IF2406
186522,20240426,IF,IF2406
186601,20240429,IF,IF2406
186680,20240430,IF,IF2406
186759,20240506,IF,IF2406
186838,20240507,IF,IF2406
186917,20240508,IF,IF2406
186996,20240509,IF,IF2406
187075,20240510,IF,IF2406
187154,20240513,IF,IF2406
187233,20240514,IF,IF2406
187312,20240515,IF,IF2406
187391,20240516,IF,IF2406
187470,20240517,IF,IF2406
187549,20240520,IF,IF2406
187628,20240521,IF,IF2406
187707,20240522,IF,IF2406
187786,20240523,IF,IF2406
187865,20240524,IF,IF2406
187944,20240527,IF,IF2406
188023,20240528,IF,IF2406
188102,20240529,IF,IF2406
188181,20240530,IF,IF2406
188260,20240531,IF,IF2406
188339,20240603,IF,IF2406
188418,20240604,IF,IF2406
188497,20240605,IF,IF2406
188576,20240606,IF,IF2406
188655,20240607,IF,IF2406
188734,20240611,IF,IF2406
188813,20240612,IF,IF2406
188892,20240613,IF,IF2406
188971,20240614,IF,IF2406
189050,20240617,IF,IF2406
189129,20240618,IF,IF2406
189208,20240619,IF,IF2409
189287,20240620,IF,IF2409
189366,20240621,IF,IF2409
189445,20240624,IF,IF2409
189524,20240625,IF,IF2409
189603,20240626,IF,IF2409
189682,20240627,IF,IF2409
189761,20240628,IF,IF2409
189840,20240701,IF,IF2409
189919,20240702,IF,IF2409
189998,20240703,IF,IF2409
190077,20240704,IF,IF2409
190156,20240705,IF,IF2409
190235,20240708,IF,IF2409
190314,20240709,IF,IF2409
190393,20240710,IF,IF2409
190472,20240711,IF,IF2409
190551,20240712,IF,IF2409
190630,20240715,IF,IF2409
190709,20240716,IF,IF2409
190788,20240717,IF,IF2409
190867,20240718,IF,IF2409
190946,20240719,IF,IF2409
191025,20240722,IF,IF2409
191104,20240723,IF,IF2409
191183,20240724,IF,IF2409
191262,20240725,IF,IF2409
191341,20240726,IF,IF2409
191420,20240729,IF,IF2409
191499,20240730,IF,IF2409
191578,20240731,IF,IF2409
191657,20240801,IF,IF2409
191736,20240802,IF,IF2409
191815,20240805,IF,IF2409
191894,20240806,IF,IF2409
191973,20240807,IF,IF2409
192052,20240808,IF,IF2409
192131,20240809,IF,IF2409
192210,20240812,IF,IF2409
192289,20240813,IF,IF2409
192368,20240814,IF,IF2409
192447,20240815,IF,IF2409
192526,20240816,IF,IF2409
192605,20240819,IF,IF2409
192684,20240820,IF,IF2409
192763,20240821,IF,IF2409
192842,20240822,IF,IF2409
192921,20240823,IF,IF2409
193000,20240826,IF,IF2409
193079,20240827,IF,IF2409
193158,20240828,IF,IF2409
193237,20240829,IF,IF2409
193396,20240830,IF,IF2409
193556,20240902,IF,IF2409
193716,20240903,IF,IF2409
193876,20240904,IF,IF2409
194036,20240905,IF,IF2409
194196,20240906,IF,IF2409
194356,20240909,IF,IF2409
194516,20240910,IF,IF2409
194676,20240911,IF,IF2409
194836,20240912,IF,IF2409
194996,20240913,IF,IF2409
195076,20240918,IF,IF2409
195156,20240919,IF,IF2412
195316,20240920,IF,IF2412
195476,20240923,IF,IF2412
195636,20240924,IF,IF2412
195796,20240925,IF,IF2412
195956,20240926,IF,IF2412
196116,20240927,IF,IF2412
196276,20240930,IF,IF2412
196436,20241008,IF,IF2412
196596,20241009,IF,IF2412
196756,20241010,IF,IF2412
196916,20241011,IF,IF2412
197076,20241014,IF,IF2412
197236,20241015,IF,IF2412
197396,20241016,IF,IF2412
197556,20241017,IF,IF2412
197716,20241018,IF,IF2412
197876,20241021,IF,IF2412
198036,20241022,IF,IF2412
198196,20241023,IF,IF2412
198356,20241024,IF,IF2412
198516,20241025,IF,IF2412
198676,20241028,IF,IF2412
198836,20241029,IF,IF2412
198996,20241030,IF,IF2412
199156,20241031,IF,IF2412
199316,20241101,IF,IF2412
199476,20241104,IF,IF2412
199556,20241105,IF,IF2412
199636,20241106,IF,IF2412
199796,20241107,IF,IF2412
199956,20241108,IF,IF2412
200116,20241111,IF,IF2412
200276,20241112,IF,IF2412
200436,20241113,IF,IF2412
200596,20241114,IF,IF2412
200756,20241115,IF,IF2412
200917,20241118,IF,IF2412
201079,20241119,IF,IF2412
201241,20241120,IF,IF2412
201403,20241121,IF,IF2412
201565,20241122,IF,IF2412
201727,20241125,IF,IF2412
201889,20241126,IF,IF2412
202051,20241127,IF,IF2412
202213,20241128,IF,IF2412
202375,20241129,IF,IF2412
202537,20241202,IF,IF2412
202699,20241203,IF,IF2412
202861,20241204,IF,IF2412
203023,20241205,IF,IF2412
203185,20241206,IF,IF2412
203347,20241209,IF,IF2412
203509,20241210,IF,IF2412
203671,20241211,IF,IF2412
203833,20241212,IF,IF2412
203995,20241213,IF,IF2412
204157,20241216,IF,IF2412
204319,20241217,IF,IF2412
204643,20241218,IF,IF2503
204886,20241219,IF,IF2503
205048,20241220,IF,IF2503
205210,20241223,IF,IF2503
205372,20241224,IF,IF2503
205534,20241225,IF,IF2503
205697,20241226,IF,IF2503
205861,20241227,IF,IF2503
206025,20241230,IF,IF2503
206107,20241231,IF,IF2503
206189,20250102,IF,IF2503
206271,20250103,IF,IF2503
206435,20250106,IF,IF2503
206599,20250107,IF,IF2503
206763,20250108,IF,IF2503
206927,20250109,IF,IF2503
207091,20250110,IF,IF2503
207255,20250113,IF,IF2503
207419,20250114,IF,IF2503
207583,20250115,IF,IF2503
207747,20250116,IF,IF2503
207911,20250117,IF,IF2503
208075,20250120,IF,IF2503
208239,20250121,IF,IF2503
208403,20250122,IF,IF2503
208567,20250123,IF,IF2503
208649,20250124,IF,IF2503
208813,20250127,IF,IF2503
208977,20250205,IF,IF2503
209141,20250206,IF,IF2503
209305,20250207,IF,IF2503
209469,20250210,IF,IF2503
209633,20250211,IF,IF2503
209797,20250212,IF,IF2503
209961,20250213,IF,IF2503
210125,20250214,IF,IF2503
210289,20250217,IF,IF2503
210453,20250218,IF,IF2503
210617,20250219,IF,IF2503
210781,20250220,IF,IF2503
210945,20250221,IF,IF2503
211109,20250224,IF,IF2503
211273,20250225,IF,IF2503
211437,20250226,IF,IF2503
211601,20250227,IF,IF2503
211765,20250228,IF,IF2503
211929,20250303,IF,IF2503
212093,20250304,IF,IF2503
212339,20250305,IF,IF2503
212421,20250306,IF,IF2503
212585,20250307,IF,IF2503
212749,20250310,IF,IF2503
212913,20250311,IF,IF2503
213077,20250312,IF,IF2503
213241,20250313,IF,IF2503
213405,20250314,IF,IF2503
213569,20250317,IF,IF2503
213733,20250318,IF,IF2506
213897,20250319,IF,IF2506
214061,20250320,IF,IF2506
214225,20250321,IF,IF2506
